Dia,Ciudad,Ene,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
17,Teruel,9.65,10.75,12.033333333333333,13.383333333333333,14.5,15.05,14.716666666666667,13.666666666666666,12.366666666666667,11.05,9.866666666666667,9.3
18,Teruel,9.683333333333334,10.8,12.066666666666666,13.433333333333334,14.533333333333333,15.05,14.683333333333334,13.633333333333333,12.333333333333334,11.016666666666667,9.85,9.3
19,Teruel,9.716666666666667,10.85,12.116666666666667,13.466666666666667,14.55,15.066666666666666,14.65,13.6,12.283333333333333,10.966666666666667,9.816666666666666,9.3
20,Teruel,9.75,10.883333333333333,12.166666666666666,13.516666666666667,14.583333333333334,15.066666666666666,14.633333333333333,13.55,12.233333333333333,10.933333333333334,9.766666666666667,9.3
21,Teruel,9.766666666666667,10.916666666666666,12.2,13.55,14.616666666666667,15.05,14.616666666666667,13.516666666666667,12.2,10.883333333333333,9.75,9.283333333333333
22,Teruel,9.8,10.966666666666667,12.25,13.6,14.65,15.05,14.583333333333334,13.466666666666667,12.15,10.85,9.716666666666667,9.3
23,Teruel,9.833333333333334,11.0,12.3,13.633333333333333,14.666666666666666,15.05,14.55,13.433333333333334,12.1,10.8,9.7,9.3
24,Teruel,9.85,11.066666666666666,12.333333333333334,13.666666666666666,14.683333333333334,15.033333333333333,14.516666666666667,13.4,12.066666666666666,10.766666666666667,9.666666666666666,9.3
25,Teruel,9.9,11.1,12.383333333333333,13.716666666666667,14.716666666666667,15.033333333333333,14.5,13.366666666666667,12.016666666666667,10.716666666666667,9.65,9.3
26,Teruel,9.933333333333334,11.15,12.433333333333334,13.75,14.733333333333333,15.05,14.466666666666667,13.316666666666666,11.966666666666667,10.666666666666666,9.616666666666667,9.3
27,Teruel,9.95,11.183333333333334,12.466666666666667,13.783333333333333,14.766666666666667,15.033333333333333,14.433333333333334,13.283333333333333,11.933333333333334,10.633333333333333,9.6,9.316666666666666
28,Teruel,9.983333333333333,11.216666666666667,12.516666666666667,13.833333333333334,14.8,15.033333333333333,14.4,13.233333333333333,11.883333333333333,10.6,9.583333333333334,9.316666666666666
29,Teruel,10.016666666666667,11.266666666666667,12.55,13.866666666666667,14.8,15.016666666666667,14.366666666666667,13.183333333333334,11.833333333333334,10.566666666666666,9.55,9.333333333333334
30,Teruel,10.066666666666666,0.0,12.6,13.9,14.833333333333334,15.0,14.35,13.15,11.8,10.516666666666667,9.533333333333333,9.333333333333334
31,Teruel,10.1,0.0,12.65,0.0,14.85,0.0,14.316666666666666,13.1,0.0,10.483333333333333,0.0,9.35
1,Oviedo,9.033333333333333,9.9,11.233333333333333,12.75,14.166666666666666,15.183333333333334,15.35,14.516666666666667,13.166666666666666,11.716666666666667,10.25,9.2
2,Oviedo,9.05,9.95,11.283333333333333,12.816666666666666,14.2,15.216666666666667,15.333333333333334,14.483333333333333,13.116666666666667,11.666666666666666,10.216666666666667,9.183333333333334
3,Oviedo,9.05,9.983333333333333,11.316666666666666,12.866666666666667,14.25,15.233333333333333,15.316666666666666,14.45,13.066666666666666,11.616666666666667,10.166666666666666,9.15
4,Oviedo,9.066666666666666,10.016666666666667,11.383333333333333,12.916666666666666,14.283333333333333,15.266666666666667,15.3,14.4,13.033333333333333,11.55,10.116666666666667,9.133333333333333
5,Oviedo,9.083333333333334,10.083333333333334,11.433333333333334,12.95,14.316666666666666,15.266666666666667,15.3,14.366666666666667,12.983333333333333,11.516666666666667,10.083333333333334,9.116666666666667
6,Oviedo,9.1,10.116666666666667,11.466666666666667,13.0,14.366666666666667,15.283333333333333,15.266666666666667,14.333333333333334,12.933333333333334,11.466666666666667,10.033333333333333,9.083333333333334
7,Oviedo,9.116666666666667,10.15,11.516666666666667,13.05,14.416666666666666,15.316666666666666,15.25,14.283333333333333,12.883333333333333,11.416666666666666,10.0,9.083333333333334
8,Oviedo,9.133333333333333,10.2,11.583333333333334,13.116666666666667,14.45,15.316666666666666,15.233333333333333,14.25,12.833333333333334,11.366666666666667,9.966666666666667,9.066666666666666
9,Oviedo,9.166666666666666,10.25,11.633333333333333,13.15,14.483333333333333,15.333333333333334,15.216666666666667,14.216666666666667,12.783333333333333,11.316666666666666,9.933333333333334,9.05
10,Oviedo,9.2,10.3,11.666666666666666,13.2,14.533333333333333,15.333333333333334,15.183333333333334,14.166666666666666,12.733333333333333,11.266666666666667,9.866666666666667,9.033333333333333
11,Oviedo,9.216666666666667,10.333333333333334,11.716666666666667,13.25,14.566666666666666,15.35,15.166666666666666,14.116666666666667,12.683333333333334,11.216666666666667,9.833333333333334,9.016666666666667
12,Oviedo,9.25,10.383333333333333,11.766666666666667,13.3,14.6,15.383333333333333,15.15,14.066666666666666,12.633333333333333,11.183333333333334,9.8,9.016666666666667
13,Oviedo,9.266666666666667,10.433333333333334,11.833333333333334,13.35,14.633333333333333,15.383333333333333,15.133333333333333,14.033333333333333,12.583333333333334,11.133333333333333,9.75,9.0
14,Oviedo,9.283333333333333,10.466666666666667,11.866666666666667,13.4,14.666666666666666,15.383333333333333,15.1,13.983333333333333,12.55,11.083333333333334,9.716666666666667,9.0
15,Oviedo,9.316666666666666,10.516666666666667,11.916666666666666,13.45,14.7,15.4,15.066666666666666,13.95,12.5,11.033333333333333,9.683333333333334,8.983333333333333
16,Oviedo,9.35,10.566666666666666,11.966666666666667,13.483333333333333,14.733333333333333,15.4,15.05,13.9,12.45,10.983333333333333,9.666666666666666,8.966666666666667
17,Oviedo,9.383333333333333,10.616666666666667,12.033333333333333,13.533333333333333,14.766666666666667,15.416666666666666,15.016666666666667,13.866666666666667,12.4,10.933333333333334,9.616666666666667,8.966666666666667
18,Oviedo,9.4,10.65,12.066666666666666,13.566666666666666,14.816666666666666,15.4,14.983333333333333,13.816666666666666,12.333333333333334,10.9,9.583333333333334,8.966666666666667
19,Oviedo,9.433333333333334,10.716666666666667,12.116666666666667,13.633333333333333,14.85,15.4,14.95,13.783333333333333,12.3,10.833333333333334,9.55,8.966666666666667
20,Oviedo,9.483333333333333,10.75,12.166666666666666,13.683333333333334,14.883333333333333,15.4,14.933333333333334,13.733333333333333,12.25,10.8,9.516666666666667,8.966666666666667
21,Oviedo,9.5,10.8,12.216666666666667,13.716666666666667,14.916666666666666,15.416666666666666,14.916666666666666,13.666666666666666,12.2,10.75,9.483333333333333,8.966666666666667
22,Oviedo,9.533333333333333,10.833333333333334,12.283333333333333,13.766666666666667,14.95,15.416666666666666,14.883333333333333,13.633333333333333,12.15,10.716666666666667,9.45,8.966666666666667
23,Oviedo,9.566666666666666,10.9,12.316666666666666,13.8,14.983333333333333,15.4,14.85,13.583333333333334,12.1,10.65,9.416666666666666,8.966666666666667
24,Oviedo,9.616666666666667,10.933333333333334,12.366666666666667,13.85,14.983333333333333,15.4,14.816666666666666,13.533333333333333,12.05,10.616666666666667,9.4,8.966666666666667
25,Oviedo,9.633333333333333,10.983333333333333,12.416666666666666,13.9,15.016666666666667,15.4,14.783333333333333,13.5,12.016666666666667,10.566666666666666,9.35,8.966666666666667
26,Oviedo,9.666666666666666,11.033333333333333,12.466666666666667,13.95,15.05,15.383333333333333,14.75,13.45,11.966666666666667,10.533333333333333,9.333333333333334,8.983333333333333
27,Oviedo,9.716666666666667,11.083333333333334,12.516666666666667,13.983333333333333,15.083333333333334,15.383333333333333,14.716666666666667,13.4,11.9,10.466666666666667,9.3,8.983333333333333
28,Oviedo,9.75,11.133333333333333,12.566666666666666,14.033333333333333,15.1,15.383333333333333,14.683333333333334,13.366666666666667,11.85,10.433333333333334,9.283333333333333,9.0
29,Oviedo,9.783333333333333,11.183333333333334,12.616666666666667,14.066666666666666,15.133333333333333,15.366666666666667,14.65,13.316666666666666,11.8,10.383333333333333,9.25,9.0
30,Oviedo,9.833333333333334,0.0,12.666666666666666,14.116666666666667,15.15,15.366666666666667,14.583333333333334,13.25,11.766666666666667,10.35,9.233333333333333,9.016666666666667
31,Oviedo,9.866666666666667,0.0,12.716666666666667,0.0,15.183333333333334,0.0,14.55,13.216666666666667,0.0,10.3,0.0,9.016666666666667
1,Barcelona,9.25,10.066666666666666,11.283333333333333,12.716666666666667,14.016666666666667,14.983333333333333,15.116666666666667,14.35,13.1,11.75,10.383333333333333,9.4
2,Barcelona,9.266666666666667,10.1,11.333333333333334,12.766666666666667,14.05,14.983333333333333,15.1,14.316666666666666,13.05,11.7,10.35,9.383333333333333
3,Barcelona,9.266666666666667,10.133333333333333,11.383333333333333,12.8,14.083333333333334,15.016666666666667,15.083333333333334,14.283333333333333,13.0,11.65,10.3,9.366666666666667
4,Barcelona,9.283333333333333,10.166666666666666,11.416666666666666,12.85,14.133333333333333,15.033333333333333,15.083333333333334,14.233333333333333,12.966666666666667,11.583333333333334,10.25,9.35
5,Barcelona,9.3,10.216666666666667,11.466666666666667,12.9,14.166666666666666,15.033333333333333,15.066666666666666,14.2,12.916666666666666,11.55,10.216666666666667,9.333333333333334
6,Barcelona,9.333333333333334,10.25,11.516666666666667,12.933333333333334,14.216666666666667,15.066666666666666,15.033333333333333,14.166666666666666,12.866666666666667,11.5,10.183333333333334,9.316666666666666
7,Barcelona,9.333333333333334,10.283333333333333,11.55,12.983333333333333,14.25,15.083333333333334,15.033333333333333,14.133333333333333,12.833333333333334,11.466666666666667,10.15,9.3
8,Barcelona,9.35,10.333333333333334,11.6,13.033333333333333,14.283333333333333,15.083333333333334,15.016666666666667,14.083333333333334,12.783333333333333,11.416666666666666,10.1,9.283333333333333
9,Barcelona,9.366666666666667,10.366666666666667,11.666666666666666,13.083333333333334,14.333333333333334,15.1,14.983333333333333,14.05,12.733333333333333,11.366666666666667,10.066666666666666,9.266666666666667
10,Barcelona,9.4,10.416666666666666,11.7,13.133333333333333,14.366666666666667,15.1,14.983333333333333,14.016666666666667,12.7,11.333333333333334,10.033333333333333,9.25
11,Barcelona,9.416666666666666,10.45,11.75,13.183333333333334,14.4,15.133333333333333,14.95,13.983333333333333,12.65,11.283333333333333,10.0,9.233333333333333
12,Barcelona,9.45,10.5,11.8,13.216666666666667,14.433333333333334,15.133333333333333,14.933333333333334,13.933333333333334,12.6,11.233333333333333,9.966666666666667,9.233333333333333
13,Barcelona,9.466666666666667,10.533333333333333,11.833333333333334,13.266666666666667,14.466666666666667,15.15,14.9,13.9,12.55,11.2,9.916666666666666,9.216666666666667
14,Barcelona,9.483333333333333,10.583333333333334,11.883333333333333,13.3,14.5,15.15,14.9,13.85,12.516666666666667,11.15,9.883333333333333,9.2
15,Barcelona,9.516666666666667,10.616666666666667,11.933333333333334,13.35,14.533333333333333,15.166666666666666,14.866666666666667,13.816666666666666,12.466666666666667,11.1,9.85,9.2
16,Barcelona,9.533333333333333,10.666666666666666,11.966666666666667,13.383333333333333,14.566666666666666,15.166666666666666,14.833333333333334,13.783333333333333,12.416666666666666,11.05,9.833333333333334,9.2
17,Barcelona,9.566666666666666,10.716666666666667,12.033333333333333,13.433333333333334,14.6,15.166666666666666,14.816666666666666,13.733333333333333,12.383333333333333,11.016666666666667,9.8,9.183333333333334
18,Barcelona,9.583333333333334,10.75,12.083333333333334,13.466666666666667,14.633333333333333,15.166666666666666,14.783333333333333,13.7,12.333333333333334,10.966666666666667,9.75,9.2
19,Barcelona,9.633333333333333,10.783333333333333,12.116666666666667,13.516666666666667,14.65,15.166666666666666,14.75,13.65,12.283333333333333,10.933333333333334,9.716666666666667,9.183333333333334
20,Barcelona,9.65,10.833333333333334,12.166666666666666,13.55,14.683333333333334,15.166666666666666,14.733333333333333,13.616666666666667,12.233333333333333,10.883333333333333,9.7,9.183333333333334
21,Barcelona,9.683333333333334,10.883333333333333,12.216666666666667,13.6,14.716666666666667,15.166666666666666,14.716666666666667,13.566666666666666,12.2,10.85,9.666666666666666,9.183333333333334
22,Barcelona,9.7,10.933333333333334,12.25,13.65,14.733333333333333,15.183333333333334,14.683333333333334,13.533333333333333,12.15,10.8,9.633333333333333,9.183333333333334
23,Barcelona,9.733333333333333,10.966666666666667,12.3,13.7,14.766666666666667,15.166666666666666,14.65,13.483333333333333,12.1,10.75,9.616666666666667,9.183333333333334
24,Barcelona,9.783333333333333,11.016666666666667,12.35,13.733333333333333,14.783333333333333,15.166666666666666,14.616666666666667,13.45,12.05,10.7,9.566666666666666,9.2
25,Barcelona,9.816666666666666,11.05,12.383333333333333,13.783333333333333,14.816666666666666,15.166666666666666,14.583333333333334,13.4,12.016666666666667,10.666666666666666,9.55,9.183333333333334
26,Barcelona,9.833333333333334,11.116666666666667,12.433333333333334,13.816666666666666,14.85,15.15,14.55,13.35,11.966666666666667,10.633333333333333,9.516666666666667,9.2
27,Barcelona,9.866666666666667,11.15,12.483333333333333,13.866666666666667,14.866666666666667,15.15,14.516666666666667,13.316666666666666,11.916666666666666,10.583333333333334,9.5,9.216666666666667
28,Barcelona,9.916666666666666,11.2,12.533333333333333,13.9,14.9,15.15,14.483333333333333,13.266666666666667,11.883333333333333,10.55,9.466666666666667,9.2
29,Barcelona,9.95,11.233333333333333,12.583333333333334,13.933333333333334,14.9,15.133333333333333,14.45,13.233333333333333,11.833333333333334,10.5,9.45,9.216666666666667
30,Barcelona,9.983333333333333,0.0,12.633333333333333,13.983333333333333,14.933333333333334,15.133333333333333,14.416666666666666,13.183333333333334,11.783333333333333,10.45,9.433333333333334,9.233333333333333
31,Barcelona,10.016666666666667,0.0,12.666666666666666,0.0,14.95,0.0,14.383333333333333,13.133333333333333,0.0,10.416666666666666,0.0,9.25
1,Tarragona,9.283333333333333,10.083333333333334,11.283333333333333,12.7,14.0,14.95,15.083333333333334,14.333333333333334,13.083333333333334,11.733333333333333,10.4,9.433333333333334
2,Tarragona,9.283333333333333,10.116666666666667,11.333333333333334,12.75,14.033333333333333,14.966666666666667,15.066666666666666,14.3,13.033333333333333,11.7,10.35,9.416666666666666
3,Tarragona,9.3,10.15,11.383333333333333,12.8,14.066666666666666,14.983333333333333,15.066666666666666,14.266666666666667,13.0,11.65,10.316666666666666,9.383333333333333
4,Tarragona,9.316666666666666,10.2,11.433333333333334,12.85,14.116666666666667,15.016666666666667,15.05,14.233333333333333,12.95,11.6,10.283333333333333,9.366666666666667
5,Tarragona,9.333333333333334,10.233333333333333,11.483333333333333,12.9,14.166666666666666,15.016666666666667,15.016666666666667,14.183333333333334,12.9,11.566666666666666,10.233333333333333,9.35
6,Tarragona,9.35,10.266666666666667,11.516666666666667,12.95,14.2,15.033333333333333,15.016666666666667,14.15,12.866666666666667,11.516666666666667,10.2,9.333333333333334
7,Tarragona,9.366666666666667,10.3,11.566666666666666,12.983333333333333,14.233333333333333,15.05,15.0,14.116666666666667,12.816666666666666,11.466666666666667,10.15,9.316666666666666
8,Tarragona,9.383333333333333,10.35,11.6,13.033333333333333,14.266666666666667,15.066666666666666,14.966666666666667,14.083333333333334,12.766666666666667,11.433333333333334,10.116666666666667,9.3
9,Tarragona,9.4,10.383333333333333,11.65,13.066666666666666,14.3,15.083333333333334,14.966666666666667,14.033333333333333,12.733333333333333,11.383333333333333,10.083333333333334,9.283333333333333
10,Tarragona,9.416666666666666,10.416666666666666,11.7,13.116666666666667,14.333333333333334,15.083333333333334,14.95,14.0,12.683333333333334,11.35,10.05,9.266666666666667
11,Tarragona,9.433333333333334,10.466666666666667,11.75,13.166666666666666,14.366666666666667,15.1,14.916666666666666,13.966666666666667,12.633333333333333,11.283333333333333,10.016666666666667,9.266666666666667
12,Tarragona,9.466666666666667,10.516666666666667,11.8,13.2,14.416666666666666,15.1,14.916666666666666,13.916666666666666,12.6,11.233333333333333,9.966666666666667,9.25
13,Tarragona,9.483333333333333,10.55,11.85,13.25,14.45,15.116666666666667,14.883333333333333,13.883333333333333,12.55,11.2,9.933333333333334,9.25
14,Tarragona,9.5,10.583333333333334,11.883333333333333,13.283333333333333,14.483333333333333,15.116666666666667,14.866666666666667,13.85,12.5,11.15,9.916666666666666,9.233333333333333
15,Tarragona,9.533333333333333,10.633333333333333,11.933333333333334,13.333333333333334,14.5,15.116666666666667,14.833333333333334,13.8,12.466666666666667,11.116666666666667,9.883333333333333,9.233333333333333
16,Tarragona,9.566666666666666,10.683333333333334,11.983333333333333,13.366666666666667,14.533333333333333,15.133333333333333,14.8,13.766666666666667,12.416666666666666,11.066666666666666,9.85,9.216666666666667
17,Tarragona,9.6,10.716666666666667,12.016666666666667,13.416666666666666,14.566666666666666,15.133333333333333,14.8,13.716666666666667,12.366666666666667,11.033333333333333,9.816666666666666,9.216666666666667
18,Tarragona,9.616666666666667,10.766666666666667,12.066666666666666,13.466666666666667,14.6,15.133333333333333,14.766666666666667,13.683333333333334,12.316666666666666,10.983333333333333,9.766666666666667,9.216666666666667
19,Tarragona,9.65,10.8,12.116666666666667,13.516666666666667,14.633333333333333,15.15,14.733333333333333,13.633333333333333,12.283333333333333,10.95,9.75,9.216666666666667
20,Tarragona,9.666666666666666,10.833333333333334,12.15,13.55,14.65,15.15,14.7,13.6,12.233333333333333,10.9,9.716666666666667,9.216666666666667
21,Tarragona,9.7,10.9,12.216666666666667,13.6,14.683333333333334,15.133333333333333,14.683333333333334,13.55,12.183333333333334,10.85,9.683333333333334,9.216666666666667
22,Tarragona,9.733333333333333,10.933333333333334,12.266666666666667,13.633333333333333,14.7,15.133333333333333,14.65,13.516666666666667,12.15,10.8,9.666666666666666,9.216666666666667
23,Tarragona,9.766666666666667,10.983333333333333,12.3,13.683333333333334,14.733333333333333,15.133333333333333,14.616666666666667,13.466666666666667,12.1,10.766666666666667,9.633333333333333,9.216666666666667
24,Tarragona,9.8,11.016666666666667,12.35,13.716666666666667,14.766666666666667,15.15,14.6,13.433333333333334,12.05,10.733333333333333,9.6,9.216666666666667
25,Tarragona,9.833333333333334,11.066666666666666,12.4,13.766666666666667,14.8,15.133333333333333,14.566666666666666,13.383333333333333,12.0,10.683333333333334,9.566666666666666,9.216666666666667
26,Tarragona,9.85,11.116666666666667,12.433333333333334,13.8,14.816666666666666,15.133333333333333,14.533333333333333,13.35,11.966666666666667,10.65,9.55,9.233333333333333
27,Tarragona,9.9,11.166666666666666,12.483333333333333,13.833333333333334,14.85,15.116666666666667,14.5,13.3,11.916666666666666,10.583333333333334,9.516666666666667,9.233333333333333
28,Tarragona,9.933333333333334,11.2,12.533333333333333,13.883333333333333,14.85,15.116666666666667,14.466666666666667,13.25,11.866666666666667,10.55,9.5,9.233333333333333
29,Tarragona,9.966666666666667,11.25,12.566666666666666,13.916666666666666,14.883333333333333,15.116666666666667,14.433333333333334,13.216666666666667,11.833333333333334,10.516666666666667,9.483333333333333,9.25
30,Tarragona,10.0,0.0,12.616666666666667,13.95,14.9,15.083333333333334,14.4,13.166666666666666,11.783333333333333,10.483333333333333,9.45,9.25
31,Tarragona,10.05,0.0,12.666666666666666,0.0,14.933333333333334,0.0,14.366666666666667,13.133333333333333,0.0,10.433333333333334,0.0,9.266666666666667
1,Girona,9.183333333333334,10.016666666666667,11.266666666666667,12.733333333333333,14.066666666666666,15.033333333333333,15.183333333333334,14.4,13.116666666666667,11.733333333333333,10.333333333333334,9.35
2,Girona,9.183333333333334,10.05,11.3,12.783333333333333,14.1,15.066666666666666,15.166666666666666,14.366666666666667,13.066666666666666,11.683333333333334,10.3,9.333333333333334
3,Girona,9.2,10.083333333333334,11.366666666666667,12.833333333333334,14.133333333333333,15.083333333333334,15.166666666666666,14.316666666666666,13.016666666666667,11.633333333333333,10.266666666666667,9.316666666666666
4,Girona,9.216666666666667,10.133333333333333,11.416666666666666,12.866666666666667,14.183333333333334,15.1,15.133333333333333,14.283333333333333,12.983333333333333,11.6,10.233333333333333,9.283333333333333
5,Girona,9.233333333333333,10.166666666666666,11.45,12.916666666666666,14.216666666666667,15.116666666666667,15.133333333333333,14.25,12.933333333333334,11.55,10.166666666666666,9.266666666666667
6,Girona,9.25,10.2,11.5,12.966666666666667,14.25,15.133333333333333,15.116666666666667,14.216666666666667,12.883333333333333,11.5,10.133333333333333,9.25
7,Girona,9.266666666666667,10.25,11.55,13.0,14.283333333333333,15.15,15.083333333333334,14.183333333333334,12.85,11.45,10.1,9.233333333333333
8,Girona,9.283333333333333,10.3,11.6,13.05,14.316666666666666,15.166666666666666,15.083333333333334,14.133333333333333,12.8,11.4,10.066666666666666,9.216666666666667
9,Girona,9.316666666666666,10.333333333333334,11.65,13.116666666666667,14.383333333333333,15.166666666666666,15.066666666666666,14.1,12.75,11.35,10.016666666666667,9.2
10,Girona,9.333333333333334,10.366666666666667,11.7,13.15,14.416666666666666,15.183333333333334,15.033333333333333,14.066666666666666,12.7,11.316666666666666,9.983333333333333,9.183333333333334
11,Girona,9.35,10.416666666666666,11.733333333333333,13.2,14.45,15.183333333333334,15.016666666666667,14.016666666666667,12.666666666666666,11.266666666666667,9.95,9.166666666666666
12,Girona,9.366666666666667,10.466666666666667,11.783333333333333,13.233333333333333,14.483333333333333,15.2,15.0,13.983333333333333,12.616666666666667,11.216666666666667,9.916666666666666,9.15
13,Girona,9.4,10.5,11.833333333333334,13.283333333333333,14.516666666666667,15.2,14.983333333333333,13.933333333333334,12.566666666666666,11.183333333333334,9.866666666666667,9.166666666666666
14,Girona,9.433333333333334,10.55,11.866666666666667,13.333333333333334,14.55,15.216666666666667,14.95,13.9,12.516666666666667,11.133333333333333,9.833333333333334,9.15
15,Girona,9.466666666666667,10.6,11.933333333333334,13.366666666666667,14.583333333333334,15.216666666666667,14.916666666666666,13.866666666666667,12.483333333333333,11.083333333333334,9.8,9.133333333333333
16,Girona,9.483333333333333,10.633333333333333,11.983333333333333,13.416666666666666,14.616666666666667,15.233333333333333,14.9,13.816666666666666,12.433333333333334,11.033333333333333,9.766666666666667,9.116666666666667
17,Girona,9.5,10.666666666666666,12.016666666666667,13.45,14.65,15.233333333333333,14.883333333333333,13.783333333333333,12.383333333333333,10.983333333333333,9.75,9.133333333333333
18,Girona,9.533333333333333,10.733333333333333,12.066666666666666,13.516666666666667,14.683333333333334,15.233333333333333,14.85,13.733333333333333,12.333333333333334,10.95,9.7,9.116666666666667
19,Girona,9.566666666666666,10.766666666666667,12.116666666666667,13.55,14.716666666666667,15.233333333333333,14.816666666666666,13.7,12.3,10.9,9.666666666666666,9.133333333333333
20,Girona,9.6,10.816666666666666,12.166666666666666,13.6,14.75,15.25,14.8,13.65,12.25,10.866666666666667,9.633333333333333,9.116666666666667
21,Girona,9.633333333333333,10.85,12.2,13.65,14.766666666666667,15.25,14.766666666666667,13.6,12.2,10.816666666666666,9.616666666666667,9.133333333333333
22,Girona,9.65,10.916666666666666,12.266666666666667,13.683333333333334,14.8,15.233333333333333,14.733333333333333,13.566666666666666,12.15,10.766666666666667,9.583333333333334,9.116666666666667
23,Girona,9.683333333333334,10.95,12.316666666666666,13.733333333333333,14.833333333333334,15.233333333333333,14.7,13.516666666666667,12.116666666666667,10.716666666666667,9.55,9.133333333333333
24,Girona,9.733333333333333,10.983333333333333,12.35,13.766666666666667,14.85,15.233333333333333,14.666666666666666,13.483333333333333,12.05,10.683333333333334,9.516666666666667,9.116666666666667
25,Girona,9.766666666666667,11.033333333333333,12.4,13.8,14.866666666666667,15.216666666666667,14.633333333333333,13.433333333333334,12.0,10.65,9.483333333333333,9.133333333333333
26,Girona,9.783333333333333,11.083333333333334,12.45,13.85,14.9,15.216666666666667,14.6,13.4,11.95,10.6,9.466666666666667,9.116666666666667
27,Girona,9.816666666666666,11.133333333333333,12.5,13.9,14.933333333333334,15.216666666666667,14.566666666666666,13.35,11.916666666666666,10.55,9.45,9.133333333333333
28,Girona,9.866666666666667,11.183333333333334,12.533333333333333,13.95,14.95,15.2,14.533333333333333,13.3,11.866666666666667,10.5,9.416666666666666,9.15
29,Girona,9.9,11.216666666666667,12.583333333333334,13.983333333333333,14.983333333333333,15.2,14.5,13.25,11.816666666666666,10.466666666666667,9.4,9.166666666666666
30,Girona,9.933333333333334,0.0,12.633333333333333,14.016666666666667,15.0,15.183333333333334,14.466666666666667,13.2,11.766666666666667,10.433333333333334,9.366666666666667,9.166666666666666
31,Girona,9.966666666666667,0.0,12.683333333333334,0.0,15.016666666666667,0.0,14.433333333333334,13.15,0.0,10.4,0.0,9.166666666666666
1,Lleida,9.216666666666667,10.033333333333333,11.266666666666667,12.716666666666667,14.033333333333333,15.0,15.15,14.383333333333333,13.1,11.733333333333333,10.366666666666667,9.383333333333333
2,Lleida,9.233333333333333,10.083333333333334,11.333333333333334,12.766666666666667,14.066666666666666,15.016666666666667,15.116666666666667,14.35,13.05,11.683333333333334,10.333333333333334,9.366666666666667
3,Lleida,9.25,10.116666666666667,11.383333333333333,12.8,14.116666666666667,15.033333333333333,15.116666666666667,14.3,13.016666666666667,11.633333333333333,10.283333333333333,9.35
4,Lleida,9.266666666666667,10.15,11.416666666666666,12.866666666666667,14.15,15.066666666666666,15.1,14.266666666666667,12.966666666666667,11.6,10.233333333333333,9.316666666666666
5,Lleida,9.283333333333333,10.183333333333334,11.466666666666667,12.916666666666666,14.183333333333334,15.066666666666666,15.083333333333334,14.233333333333333,12.916666666666666,11.55,10.2,9.3
6,Lleida,9.3,10.233333333333333,11.5,12.95,14.216666666666667,15.083333333333334,15.066666666666666,14.2,12.883333333333333,11.5,10.166666666666666,9.283333333333333
7,Lleida,9.316666666666666,10.266666666666667,11.55,13.0,14.266666666666667,15.1,15.05,14.15,12.833333333333334,11.466666666666667,10.133333333333333,9.266666666666667
8,Lleida,9.333333333333334,10.316666666666666,11.616666666666667,13.05,14.3,15.116666666666667,15.05,14.116666666666667,12.783333333333333,11.416666666666666,10.1,9.25
9,Lleida,9.35,10.366666666666667,11.65,13.083333333333334,14.333333333333334,15.133333333333333,15.016666666666667,14.083333333333334,12.75,11.366666666666667,10.05,9.233333333333333
10,Lleida,9.366666666666667,10.4,11.7,13.133333333333333,14.383333333333333,15.133333333333333,15.0,14.05,12.7,11.333333333333334,10.016666666666667,9.216666666666667
11,Lleida,9.383333333333333,10.433333333333334,11.75,13.183333333333334,14.416666666666666,15.15,14.966666666666667,14.0,12.65,11.266666666666667,9.983333333333333,9.216666666666667
12,Lleida,9.416666666666666,10.466666666666667,11.783333333333333,13.216666666666667,14.45,15.15,14.966666666666667,13.966666666666667,12.6,11.216666666666667,9.95,9.2
13,Lleida,9.433333333333334,10.533333333333333,11.833333333333334,13.266666666666667,14.483333333333333,15.166666666666666,14.933333333333334,13.916666666666666,12.566666666666666,11.183333333333334,9.916666666666666,9.2
14,Lleida,9.45,10.566666666666666,11.883333333333333,13.3,14.516666666666667,15.166666666666666,14.916666666666666,13.883333333333333,12.516666666666667,11.133333333333333,9.866666666666667,9.183333333333334
15,Lleida,9.5,10.6,11.933333333333334,13.366666666666667,14.55,15.183333333333334,14.883333333333333,13.85,12.466666666666667,11.1,9.833333333333334,9.183333333333334
16,Lleida,9.516666666666667,10.65,11.983333333333333,13.416666666666666,14.583333333333334,15.183333333333334,14.85,13.783333333333333,12.433333333333334,11.05,9.8,9.166666666666666
17,Lleida,9.55,10.7,12.033333333333333,13.45,14.616666666666667,15.183333333333334,14.85,13.75,12.383333333333333,11.016666666666667,9.766666666666667,9.166666666666666
18,Lleida,9.566666666666666,10.733333333333333,12.066666666666666,13.5,14.65,15.2,14.816666666666666,13.7,12.333333333333334,10.966666666666667,9.75,9.166666666666666
19,Lleida,9.6,10.783333333333333,12.116666666666667,13.533333333333333,14.683333333333334,15.2,14.783333333333333,13.666666666666666,12.283333333333333,10.916666666666666,9.7,9.166666666666666
20,Lleida,9.616666666666667,10.816666666666666,12.166666666666666,13.583333333333334,14.7,15.2,14.75,13.616666666666667,12.25,10.866666666666667,9.666666666666666,9.15
21,Lleida,9.666666666666666,10.883333333333333,12.2,13.616666666666667,14.733333333333333,15.2,14.733333333333333,13.583333333333334,12.2,10.833333333333334,9.65,9.166666666666666
